id,category_id,search_term,type,is_delete,created_at,updated_at
206,65,"A. Plumbing Supply, Distribution Systems, and Fixtures - Plumbing Supply - Improper Installation",report_data_categorization,0,2025-03-03 12:02:52,2025-03-10 22:00:30
207,65,"A. Plumbing Supply, Distribution Systems, and Fixtures - Slow Water Supply - Galvanized Plumbing Supply",report_data_categorization,0,2025-03-03 12:02:52,2025-03-10 22:00:30
208,65,"A. Plumbing Supply, Distribution Systems, and Fixtures - Fixture - No Water / Fixture Present",report_data_categorization,0,2025-03-03 12:02:52,2025-03-10 22:00:30
209,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Leak Detected",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
210,66,C. Water Heating Equipment - Water Heater Leak,report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
211,66,"B. Drains, Wastes, & Vents - Leak Present",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
212,66,"B. Drains, Wastes, and Vents - Leak Present",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
213,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Gas - Leak Present",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
214,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Fixture Covered by Soil/Water - Possible Leak Present",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
215,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Fixture Covered by Soil/Water : Leak Detected",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
216,66,D. Hydro-Massage Therapy Equipment - Tub Leaking,report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
217,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Leak Detected Possibly",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
218,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Plumbing - Leak Present",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
219,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Previous Leak Detected",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
220,66,"A. Plumbing Supply, Distribution Systems, and Fixtures - Water Leak Present",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
221,66,"B. Drains, Wastes, & Vents - Leak Present/Damaged Materials",report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
222,66,D. Hydro-Massage Therapy Equipment - Leak Present,report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
223,66,C. Water Heating Equipment - Water Heater/Plumbing Leak,report_data_categorization,0,2025-03-03 12:04:38,2025-03-10 22:00:30
224,67,C. Water Heating Equipment - Damages Present,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
225,67,C. Water Heating Equipment - Damaged Vent Flue,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
226,67,C. Water Heating Equipment - Damaged Vent Flue Gasket,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
227,67,C. Water Heating Equipment - Defficient Temperature Pressure Relief Valve,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
228,67,C. Water Heating Equipment - Defficient Temperature Pressure Relief Valve Piping,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
229,67,C. Water Heating Equipment - Rust Present,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
230,67,C. Water Heating Equipment - Rust Buildup Present,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
231,67,C. Water Heating Equipment - Rusted Components/Connections,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
232,67,C. Water Heating Equipment - Rusted Connections,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
233,67,C. Water Heating Equipment - Rust In Water,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
234,67,C. Water Heating Equipment - Rust Present at Water Heater/Pan,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
235,67,C. Water Heating Equipment - Rust/Damages Present On Cabinet,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
236,67,C. Water Heating Equipment - Rusted Water Heater,report_data_categorization,0,2025-03-03 12:47:43,2025-03-10 22:00:30
237,68,"B. Drains, Wastes, & Vents - Damaged Materials",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
238,68,"B. Drains, Wastes, and Vents - Damaged Materials",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
239,68,"B. Drains, Wastes, & Vents - Leak Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
240,68,"B. Drains, Wastes, and Vents - Leak Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
241,68,"B. Drains, Wastes, & Vents - Drain Repairs Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
242,68,"B. Drains, Wastes, & Vents - Main Drain Repairs Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
243,68,"B. Drains, Wastes, & Vents - Damaged/Improper Materials",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
244,68,"B. Drains, Wastes, & Vents - Leak Present/Damaged Materials",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
245,68,"B. Drains, Wastes, & Vents - Poor/Slow Drainage",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
246,68,"B. Drains, Wastes, & Vents - Root Intrusion",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
247,68,"B. Drains, Wastes, and Vents - Root Intrusion",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
248,68,"B. Drains, Wastes, and Vents - Standing Water/Root Intrusion",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
249,68,"B. Drains, Wastes, & Vents - Main Drain - Standing Water",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
250,68,"B. Drains, Wastes, & Vents - Main Drain - Standing Water/Debris",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
251,68,"B. Drains, Wastes, and Vents - Main Drain - Standing Water/Debris",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
252,68,"B. Drains, Wastes, & Vents - Toilet Paper in Line",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
253,68,"B. Drains, Wastes, & Vents - Main Drain - Construction Materials Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
254,68,"B. Drains, Wastes, & Vents - Material in Main Drain",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
255,68,"B. Drains, Wastes, and Vents - Toilet Paper in Line",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
256,68,"B. Drains, Wastes, and Vents - Material in Main Drain",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
257,68,"B. Drains, Wastes, & Vents - Main Drain - Dirty",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
258,68,"B. Drains, Wastes, and Vents - Main Drain - Construction Materials Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
259,68,"B. Drains, Wastes, and Vents - Main Drain - Debris Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
260,68,"B. Drains, Wastes, & Vents - Obstruction/Blockage",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
261,68,"B. Drains, Wastes, and Vents - Poor/Slow Drainage",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
262,68,"B. Drains, Wastes, & Vents - Sewer Like Smell",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
263,68,"B. Drains, Wastes, and Vents - Obstruction/Blockage",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
264,68,"B. Drains, Wastes, & Vents - No Water Passing Through Main Drain",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
265,68,"B. Drains, Wastes, & Vents - Sewer Like Smell Present",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
266,68,"B. Drains, Wastes, and Vents - Sewer Like Smell",report_data_categorization,0,2025-03-03 12:49:00,2025-03-10 22:00:30
267,69,"B. Drains, Wastes, & Vents - Cast Iron Drainpipes Present",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
268,69,"B. Drains, Wastes, & Vents - Old Materials Present",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
269,69,"B. Drains, Wastes, & Vents - Pipe Offset",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
270,69,"B. Drains, Wastes, & Vents - Scaling",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
271,69,"B. Drains, Wastes, and Vents - Old Materials Present",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
272,69,"B. Drains, Wastes, and Vents - Scaling",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
273,69,"B. Drains, Wastes, & Vents - Drain Pipe Cracks",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
274,69,"B. Drains, Wastes, & Vents - Pipe Cracks",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
275,69,"B. Drains, Wastes, & Vents - Pipe Offset/Crack",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
276,69,"B. Drains, Wastes, and Vents - Drain Line Pipe Cracks",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
277,69,"B. Drains, Wastes, and Vents - Pipe Offset",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
278,69,"B. Drains, Wastes, & Vents - Cast Iron Pipe Cracks",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
279,69,"B. Drains, Wastes, & Vents - Drain Pipe Cracks",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
280,69,"B. Drains, Wastes, and Vents - Cast Iron Drainpipes Present",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
281,69,"B. Drains, Wastes, and Vents - Drain Pipe Cracks",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
282,69,"B. Drains, Wastes, and Vents - Slow Drains - Cast Iron And Other Drain Line Repairs Present",report_data_categorization,0,2025-03-03 12:49:45,2025-03-10 22:00:30
283,70,"B. Drains, Wastes, & Vents - Cleanout Riser Obstructed",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
284,70,"B. Drains, Wastes, & Vents - Install Cleanout Riser",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
285,70,"B. Drains, Wastes, and Vents - Install Cleanout Riser",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
286,70,"B. Drains, Wastes, & Vents - Missing or Damaged Cleanout Cap",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
287,70,"B. Drains, Wastes, & Vents - Clean Out Cap Missing/Damaged",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
288,70,"B. Drains, Wastes, and Vents - Install Clean Out Cap",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
289,70,"B. Drains, Wastes, and Vents - Unable to Remove Cleanout Cap",report_data_categorization,0,2025-03-03 12:50:22,2025-03-10 22:00:30
290,71,A. Foundations - Concrete - Damages / Voids Present,report_data_categorization,0,2025-03-03 13:25:36,2025-03-10 22:00:30
291,71,A. Foundations - Concrete - Damages Present,report_data_categorization,0,2025-03-03 13:25:36,2025-03-10 22:00:30
292,71,A. Foundations - Concrete Foundation Wavy/Larger Than Walls,report_data_categorization,0,2025-03-03 13:25:36,2025-03-10 22:00:30
293,71,A. Foundations - Concrete/Asphalt - Damages Present,report_data_categorization,0,2025-03-03 13:25:36,2025-03-10 22:00:30
294,72,C. Roof Covering Materials - Flashings - Damaged,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
295,72,C. Roof Covering Materials - Flashings - Damaged / Voids Present,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
296,72,C. Roof Covering Materials - Flashings - Improperly Installed,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
297,72,C. Roof Covering Materials - Flashings - Missing/Damaged,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
298,72,C. Roof Covering Materials - Flashings Missing,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
299,72,C. Roof Covering Materials - Repair Flashings,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
300,72,C. Roof Covering Materials - Vent Flashings Missing,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
301,72,C. Roof Covering Materials - Vent Flashings Missing/Damaged,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
302,72,C. Roof Covering Materials - Vent(s) - Damaged,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
303,72,C. Roof Covering Materials - Vents/Flashings - Damaged,report_data_categorization,0,2025-03-03 13:26:12,2025-03-10 22:00:30
304,73,D. Roof Structures & Attics - Decking - Sagging,report_data_categorization,0,2025-03-03 13:27:01,2025-03-10 22:00:30
305,73,D. Roof Structures & Attics - Decking - Sagging (Pre-Owned Home),report_data_categorization,0,2025-03-03 13:27:01,2025-03-10 22:00:30
306,73,D. Roof Structures and Attics - Decking - Sagging,report_data_categorization,0,2025-03-03 13:27:01,2025-03-10 22:00:30
307,73,D. Roof Structures and Attics - Decking - Sagging (Pre-Owned Home),report_data_categorization,0,2025-03-03 13:27:01,2025-03-10 22:00:30
308,74,D. Roof Structures & Attics - Rodents - Accesses Present,report_data_categorization,0,2025-03-03 13:27:24,2025-03-10 22:00:30
309,74,D. Roof Structures and Attics - Rodents - Accesses Present,report_data_categorization,0,2025-03-03 13:27:24,2025-03-10 22:00:30
310,75,G. Doors (Interior AND Exterior) - Door - OUT of Square,report_data_categorization,0,2025-03-03 13:27:54,2025-03-10 22:00:30
311,75,G. Doors (Interior AND Exterior) - Door NOT FLUSH WITH TRIM,report_data_categorization,0,2025-03-03 13:27:54,2025-03-10 22:00:30
312,75,G. Doors (Interior AND Exterior) - Door Hardware - Hinges Loose,report_data_categorization,0,2025-03-03 13:27:54,2025-03-10 22:00:30
313,75,G. Doors (Interior AND Exterior) - Doors - OUT of Square,report_data_categorization,0,2025-03-03 13:27:54,2025-03-10 22:00:30
314,76,H. Windows - Damaged Window(s),report_data_categorization,0,2025-03-03 13:29:16,2025-03-10 22:00:30
315,76,H. Windows - Window Spring(s) Damaged,report_data_categorization,0,2025-03-03 13:29:16,2025-03-10 22:00:30
316,76,H. Windows - Windows Difficult To Latch,report_data_categorization,0,2025-03-03 13:29:16,2025-03-10 22:00:30
317,76,H. Windows - Windows Difficult To Open/Close,report_data_categorization,0,2025-03-03 13:29:16,2025-03-10 22:00:30
318,76,H. Windows - Windows Not Latching,report_data_categorization,0,2025-03-03 13:29:16,2025-03-10 22:00:30
319,76,H. Windows - Windows Not Latching / Unlatching,report_data_categorization,0,2025-03-03 13:29:16,2025-03-10 22:00:30
320,77,E. Walls (Interior and Exterior) - Wallboard Damages/Voids,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
321,77,E. Walls (Interior and Exterior) - Exposed Nails,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
322,77,E. Walls (Interior and Exterior) - Interior Cracks,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
323,77,E. Walls (Interior and Exterior) - Interior Cracks - Minor,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
324,77,E. Walls (Interior and Exterior) - Interior - Wallboard Damaged/Previous Repairs,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
325,77,E. Walls (Interior and Exterior) - Wallboard Wavy,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
326,77,E. Walls (Interior and Exterior) - Wallboard Wavy - Exterior,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
327,77,E. Walls (Interior and Exterior) - Wallboard Wavy - Interior,report_data_categorization,0,2025-03-03 13:29:42,2025-03-10 22:00:30
328,78,E. Walls (Interior and Exterior) - Lintels - Rusted,report_data_categorization,0,2025-03-03 13:30:14,2025-03-10 22:00:30
329,78,E. Walls (Interior and Exterior) - Lintel - Not Level,report_data_categorization,0,2025-03-03 13:30:14,2025-03-10 22:00:30
330,78,J. Fireplaces and Chimneys - Lintel Rusted,report_data_categorization,0,2025-03-03 13:30:14,2025-03-10 22:00:30
331,79,B. Cooling Equipment - Emergency Float Switch Not Present,report_data_categorization,0,2025-03-03 13:30:38,2025-03-10 22:00:30
332,79,B. Cooling Equipment - Emergency Float Switch(es) Multiple Present,report_data_categorization,0,2025-03-03 13:30:38,2025-03-10 22:00:30
333,79,B. Cooling Equipment - Emergency Float Switch(es) Not Present,report_data_categorization,0,2025-03-03 13:30:38,2025-03-10 22:00:30
334,80,B. Cooling Equipment - Improperly Installed Condensate Line(s),report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
335,80,B. Cooling Equipment - Install Condensate Line(s),report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
336,80,B. Cooling Equipment - Secondary Condensate Drain - Improper,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
337,80,B. Cooling Equipment - Condensate Drain - Improper,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
338,80,B. Cooling Equipment - Condensate Line Damaged,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
339,80,B. Cooling Equipment - Condensate Line Insulation Missing or Damaged,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
340,80,B. Cooling Equipment - Condensate Line/Insulation Missing or Damaged,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
341,80,B. Cooling Equipment - Condensate Drain - Missing,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
342,80,B. Cooling Equipment - Condensate Line - Moisture / Sweating,report_data_categorization,0,2025-03-03 13:31:13,2025-03-10 22:00:30
343,81,B. Cooling Equipment - Rust Present In Pan,report_data_categorization,0,2025-03-03 13:31:34,2025-03-10 22:00:30
344,81,B. Cooling Equipment - Rust Present In Secondary Pan,report_data_categorization,0,2025-03-03 13:31:34,2025-03-10 22:00:30
345,82,"A. Plumbing Supply, Distribution Systems, and Fixtures - Insulate Exterior Plumbing Supply",report_data_categorization,0,2025-03-03 13:32:03,2025-03-10 22:00:30
346,82,"A. Plumbing Supply, Distribution Systems, and Fixtures - Insulate Plumbing Supply",report_data_categorization,0,2025-03-03 13:32:03,2025-03-10 22:00:30
347,83,A. Landscape Irrigation (Sprinkler) Systems - Adjust Sprinkler Head,report_data_categorization,0,2025-03-03 13:32:35,2025-03-10 22:00:30
348,83,A. Landscape Irrigation (Sprinkler) Systems - Sprayer Heads Need Adjustment,report_data_categorization,0,2025-03-03 13:32:35,2025-03-10 22:00:30
349,83,A. Landscape Irrigation (Sprinkler) Systems - Adjust Sprinkler Head(s),report_data_categorization,0,2025-03-03 13:32:35,2025-03-10 22:00:30
350,83,A. Landscape Irrigation (Sprinkler) Systems - Adjust Sprinkler/Improve Head Placement,report_data_categorization,0,2025-03-03 13:32:35,2025-03-10 22:00:30
351,83,A. Landscape Irrigation (Sprinkler) Systems - Sprinkler Head Placement,report_data_categorization,0,2025-03-03 13:32:35,2025-03-10 22:00:30
352,84,H. Dryer Exhaust Systems - Clean Dryer Exhaust System,report_data_categorization,0,2025-03-03 13:32:59,2025-03-10 22:00:30
353,84,H. Dryer Exhaust Systems - Damaged Dryer Vent,report_data_categorization,0,2025-03-03 13:32:59,2025-03-10 22:00:30
354,84,H. Dryer Exhaust Systems - Improper Venting,report_data_categorization,0,2025-03-03 13:32:59,2025-03-10 22:00:30
356,77,Walls interior and exterior. Wallboard damages voids.,repair_pricer_categorization,0,2025-03-10 22:41:44,2025-03-10 22:51:36
357,73,Roof structures and attics.Decking - sagging pre-owned home,repair_pricer_categorization,0,2025-03-10 22:45:47,2025-03-10 22:52:01
358,77,Walls interior and exterior.Wallboard wavy - interior,repair_pricer_categorization,0,2025-03-10 22:47:45,2025-03-10 22:52:13
359,77,Walls interior and exterior. Wallboard wavy - exterior,repair_pricer_categorization,0,2025-03-10 22:48:22,2025-03-10 22:52:24
360,75,Doors interior and exterior. Door - out of square.,repair_pricer_categorization,0,2025-03-10 22:50:49,2025-03-10 22:50:49
361,58,"branch circuits, connected devices, and fixtures. Receptacles",repair_pricer_categorization,0,2025-03-11 22:40:37,2025-03-21 14:57:09
362,77,Walls interior and exterior. Interior cracks - minor,repair_pricer_categorization,0,2025-03-11 22:45:46,2025-03-21 14:57:09
363,77,Walls interior and exterior. Interior - wallboard damaged previous repairs.,repair_pricer_categorization,0,2025-03-11 22:47:59,2025-03-21 14:57:09
364,54,Walls interior and exterior. Moisture - intrusion.,repair_pricer_categorization,0,2025-03-11 22:48:49,2025-03-21 14:57:09
365,66,"Plumbing supply, distribution systems, and fixtures. Leak detected.",repair_pricer_categorization,0,2025-03-11 22:51:58,2025-03-21 14:57:09
367,65,Fixture - toilet not draining.,repair_pricer_categorization,0,2025-03-11 22:55:03,2025-03-21 14:57:09
368,65,Fixture - loose in wall.,repair_pricer_categorization,0,2025-03-11 22:55:56,2025-03-21 14:57:09
369,68,"Drains, wastes, and vents. Main drain - standing water debris.",repair_pricer_categorization,0,2025-03-11 22:57:31,2025-03-21 14:57:09
370,62,Cooling equipment. Over-performing hvac.,repair_pricer_categorization,0,2025-03-11 22:59:16,2025-03-21 14:57:09
371,79,Cooling equipment. Emergency float switches - not present. ,repair_pricer_categorization,0,2025-03-11 23:00:35,2025-03-21 14:57:09
372,81,Cooling equipment. Rust present in secondary pan.,repair_pricer_categorization,0,2025-03-11 23:02:08,2025-03-21 14:57:09
373,24,"C. Duct System, Chases, AND Vents",report_data_categorization,0,2025-03-15 14:23:55,2025-03-15 14:24:34
374,47,VI. Optional Systems: F. Other,report_data_categorization,0,2025-03-15 15:06:39,2025-03-15 19:52:55
375,45,E. Private Sewage Disposal (Septic) Systems,report_data_categorization,0,2025-03-19 07:11:32,2025-03-19 07:11:32
376,29,D. Hydro-Massage,report_data_categorization,0,2025-03-21 08:34:32,2025-03-21 08:34:32
377,56,Windows Seals damaged,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
378,56,Windows showing signs of seal damage,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
379,76,broken windows,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
380,56,"Observed condensation between the window panes, which indicates a failed seal",repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
381,64,galvanized plumbing supply,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
382,69,"Drains, wastes, and vents. Cast iron - damages present.",repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
383,69,corrosion in the cast iron drains pipes,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
384,69,Portions of main drain lines are cast iron,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
385,68,Root Intrusion,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
386,68,Roots were observed,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
387,68,standing water debris,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
388,67,RUST PRESENT AT WATER HEATER/PAN,repair_pricer_categorization,0,2025-03-21 12:16:26,2025-03-21 14:57:09
389,76,WINDOW - SCREENS. DAMAGED/MISSING,repair_pricer_categorization,0,2025-03-22 10:53:00,2025-03-22 10:53:00
390,76,Windows Difficult To Open/Close,repair_pricer_categorization,0,2025-03-22 10:53:00,2025-03-22 10:53:00
391,76,broken and damaged/non operating windows,repair_pricer_categorization,0,2025-03-22 10:53:00,2025-03-22 10:53:00
392,69,Portions (or all) of the main drain lines are cast iron,repair_pricer_categorization,0,2025-03-22 13:05:13,2025-03-22 13:05:13
393,64,galvanized plumbing supplies,repair_pricer_categorization,0,2025-03-22 13:05:13,2025-03-22 13:05:13
394,68,Standing water/debrispresent,repair_pricer_categorization,0,2025-03-22 13:05:13,2025-03-22 13:05:13
395,76,Windows difficult to open close,repair_pricer_categorization,0,2025-03-22 15:34:59,2025-03-22 15:34:59
396,76,windows appears to have general damage,repair_pricer_categorization,0,2025-03-22 15:34:59,2025-03-22 15:34:59
397,76,windows have damaged springs,repair_pricer_categorization,0,2025-03-22 15:34:59,2025-03-22 15:34:59
398,76,Damaged Windows,repair_pricer_categorization,0,2025-03-22 15:34:59,2025-03-22 15:34:59
399,76,Windows not configured properly,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
400,76,replace windows with safety glass,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
401,76,Window - Screens Damaged,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
402,76,windows were difficult to open close and may have spring damages,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
403,76,Window out of square,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
404,76,Windows painted shut,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
405,76,Windows rattle in casing,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
406,76,gaps at window casing,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
407,76,Windows Trim damaged,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
408,76,Window does not stay open,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
409,76,Damaged/missing. Contact a qualified window repair/installation contractor,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
410,76,Repair damaged shutters,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
411,76,Window - screens missing,repair_pricer_categorization,0,2025-04-02 01:41:04,2025-04-02 01:41:04
412,76,WINDOW - IMPROPER INSTALLATION,repair_pricer_categorization,0,2025-04-02 01:43:44,2025-04-02 01:43:44
413,76,Window Latches Loose,repair_pricer_categorization,0,2025-04-02 01:43:44,2025-04-02 01:43:44
414,56,which may indicate failed seals,repair_pricer_categorization,0,2025-04-02 01:56:52,2025-04-02 01:56:52
415,50,Asphalt fleck missing in field and at ridges,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
416,50,Roofing installed with screws not standing,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
417,50,Roof Covering Materials ROLL ROOFING - PONDING/DAMAGED Observed,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
418,50,Roof coverings exhibited general damage,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
419,50,Metal roofing screws improper,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
420,50,Observed ponding in one or more areas of roof.,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
421,50,Solar panels provide locations for potential leaks in roofing.,repair_pricer_categorization,0,2025-04-02 02:08:55,2025-04-02 02:08:55
